1490306.0596166311	0
1490400.2303084803	1
1490492.172849777	2
1490580.6726238963	3
1490671.3061410738	0
1490765.476436512	1
1490857.4171164157	2
1490945.916231818	3
1491036.542266861	0
1491130.7157129257	1
1491222.659733759	2
1491311.157467557	3
1491401.785187361	0
1491495.964494208	1
1491587.9050807743	2
1491676.401868467	3
1491767.0352024573	0
1491861.2116456109	1
1491953.1504598032	2
1492041.6469431112	3
1492132.2748931737	0
1492226.4457210635	1
1492318.3942977714	2
1492406.890823531	3
1492497.517138723	0
1492591.6927319716	1
1492683.6435031698	2
1492772.1353127996	3
1492862.7608967754	0
1492956.9377356654	1
1493048.88591329	2
1493137.3804118857	3
1493228.003553749	0
1493322.1765157196	1
1493414.1246761594	2
1493502.6273787038	3
1493593.249849128	0
1493687.4216620561	1
1493779.37008289	2
1493867.8710935814	3
1493958.4891493479	0
1494052.6593162292	1
1494144.612541381	2
1494233.1101684587	3
1494323.7315954305	0
1494417.9040972667	1
1494509.8551984646	2
1494598.352026194	3
1494688.9793563457	0
1494783.1496929417	1
1494875.0969781023	2
1494963.5968034954	3
1495054.2166133756	0
1495148.3817894189	1
1495240.3349065143	2
1495328.837251614	3
1495419.4542289567	0
1495513.6263768717	1
1495605.578778981	2
1495694.0764384354	3
1495784.6958070833	0
1495878.8703973792	1
1495970.8196260282	2
1496059.3170120313	3
1496149.9367450466	0
1496244.1056466855	1
1496336.0574624706	2
1496424.5576512697	3
1496515.178143776	0
1496609.348536421	1
1496701.3047513189	2
1496789.8010566456	3
1496880.4154512796	0
1496974.586705369	1
1497066.548080429	2
1497155.043353267	3
1497245.6554738495	0
1497339.8301531915	1
1497431.78988599	2
1497520.2892266503	3
1497610.904191416	0
1497705.077767304	1
1497797.0342952814	2
1497885.5393352865	3
1497976.147032162	0
1498070.311501744	1
1498162.274321866	2
1498250.781572852	3
1498341.390612449	0
1498435.5581138947	1
1498527.522456152	2
1498616.023638625	3
1498706.638835541	0
1498800.8070264014	1
1498892.767304289	2
1498981.2681556444	3
1499071.8838630982	0
1499166.046019979	1
1499258.0054099725	2
1499346.5116913742	3
1499437.127040797	0
1499531.2934773937	1
1499623.2534115512	2
1499711.7570695146	3
1499802.3665432753	0
1499896.536270029	1
1499988.496926	2
1500076.9980903317	3
1500167.6073292424	0
1500261.7799283746	1
1500353.7386782123	2
1500442.2390985724	3
1500532.8538482387	0
1500627.0267205706	1
1500718.9862752105	2
1500807.4857570515	3
1500898.093042299	0
1500992.2578922166	1
1501084.2262637548	2
1501172.725645567	3
1501263.3297559868	0
1501357.4994995128	1
1501449.4717768056	2
1501537.9681209014	3
1501628.572032061	0
1501722.7443185512	1
1501814.7130786206	2
1501903.2135942688	3
1501993.8137944336	0
1502087.977524448	1
1502179.9458516072	2
1502268.455371518	3
1502359.0556800368	0
1502453.2198479332	1
1502545.1913625041	2
1502633.697785374	3
1502724.296313813	0
1502818.4600338317	1
1502910.4336961342	2
1502998.9375134257	3
1503089.538606278	0
1503183.7014302236	1
1503275.6723498544	2
1503364.177446949	3
1503454.7842204168	0
1503548.948702226	1
1503640.9176605858	2
1503729.425597363	3
1503820.0253146694	0
1503914.1839946012	1
1504006.15633014	2
1504094.6664808532	3
1504185.2639550008	0
1504279.428584776	1
1504371.4009171904	2
1504459.9062649545	3
1504550.5085405179	0
1504644.6784064323	1
1504736.6475806665	2
1504825.1516332254	3
1504915.7542338467	0
1505009.9154475802	1
1505101.8863473013	2
1505190.392810177	3
1505280.9951878616	0
1505375.1597517733	1
1505467.137104449	2
1505555.6381628322	3
1505646.2355052305	0
1505740.4038812753	1
1505832.3841080917	2
1505920.8849928014	3
1506011.4783675976	0
1506105.6462216182	1
1506197.6238185107	2
1506286.1290674265	3
1506376.7242711885	0
1506470.8934852832	1
1506562.870774139	2
1506651.380333332	3
1506741.969218949	0
1506836.1289577063	1
1506928.1118007945	2
1507016.6224603783	3
1507107.210487967	0
1507201.3702609856	1
1507293.3548382947	2
1507381.8601996116	3
1507472.4547130198	0
1507566.6182435208	1
1507658.5998264046	2
1507747.1067734032	3
1507837.700839736	0
1507931.8544601167	1
1508023.8332580316	2
1508112.346268816	3
1508202.9385448259	0
1508297.0963972209	1
1508389.0773110234	2
1508477.587313271	3
1508568.1767455314	0
1508662.3407422937	1
1508754.3211567868	2
1508842.8290715667	3
1508933.4179597937	0
1509027.58032042	1
1509119.5579648698	2
1509208.065207696	3
1509298.659668637	0
1509392.8244753415	1
1509484.8056713778	2
1509573.3118534032	3
1509663.9001585268	0
1509758.0587631143	1
1509850.0472608546	2
1509938.5536836786	3
1510029.1374007696	0
1510123.2982620362	1
1510215.2890598495	2
1510303.7934534594	3
1510394.3787025493	0
1510488.5459508763	1
1510580.534752314	2
1510669.043405649	3
1510759.6261026314	0
1510853.7828238767	1
1510945.769433336	2
1511034.2855321346	3
1511124.8677209532	0
1511219.0242740572	1
1511311.015847495	2
1511399.5274566836	3
1511490.1101690559	0
1511584.2708484659	1
1511676.264234472	2
1511764.7728123935	3
1511855.3567197628	0
1511949.513609783	1
1512041.502387043	2
1512130.0128596562	3
1512220.6009531377	0
1512314.7611382587	1
1512406.7507233303	2
1512495.263149234	3
1512585.8436990876	0
1512680.0007618694	1
1512771.9931832987	2
1512860.5073222842	3
1512951.0842043571	0
1513045.2431165564	1
1513137.2353846189	2
1513225.745545791	3
1513316.3267586203	0
1513410.491871132	1
1513502.4838473687	2
1513590.9924968777	3
1513681.574234992	0
1513775.729019347	1
1513867.7212404243	2
1513956.233661585	3
1514046.8134934332	0
1514140.9683139792	1
1514232.9670590295	2
1514321.4748876502	3
1514412.0505703802	0
1514506.2127768372	1
1514598.2140228886	2
1514686.7225066647	3
1514777.295022914	0
1514871.4532699592	1
1514963.4486791329	2
1515051.9626352363	3
1515142.53708635	0
1515236.6956558498	1
1515328.692772861	2
1515417.2096458746	3
1515507.7797304774	0
1515601.9326769616	1
1515693.9349607877	2
1515782.4519237904	3
1515873.0216956441	0
1515967.17193864	1
1516059.1741175249	2
1516147.6860377323	3
1516238.2620338798	0
1516332.418776198	1
1516424.4198591246	2
1516512.9326290635	3
1516603.5087899882	0
1516697.6575188243	1
1516789.6548512212	2
1516878.174243101	3
1516968.7468843854	0
1517062.8972013723	1
1517154.8970312404	2
1517243.4123883797	3
1517333.9830833788	0
1517428.1437199244	1
1517520.1451488105	2
1517608.6579714986	3
1517699.2293533068	0
1517793.386490815	1
1517885.38355175	2
1517973.8959378854	3
1518064.470808457	0
1518158.628765415	1
1518250.631321882	2
1518339.1426711308	3
1518429.7115593583	0
1518523.868072248	1
1518615.8792068635	2
1518704.391204446	3
1518794.9537881364	0
1518889.108876438	1
1518981.1196257428	2
1519069.6305707123	3
1519160.1943381268	0
1519254.3558291215	1
1519346.3665337954	2
1519434.8827164927	3
1519525.4456595997	0
1519619.596650446	1
1519711.604618917	2
1519800.1281123848	3
1519890.6895705555	0
1519984.8358887255	1
1520076.8480139119	2
1520165.36626844	3
1520255.9296107262	0
1520350.0831534455	1
1520442.0976757796	2
1520530.613295074	3
1520621.1788000136	0
1520715.3276179899	1
1520807.3342237489	2
1520895.8527236346	3
1520986.4206626338	0
1521080.5701985192	1
1521172.577435098	2
1521261.097760731	3
1521351.6593391227	0
1521445.8106021113	1
1521537.8221468613	2
1521626.3425090192	3
1521716.901137093	0
1521811.0520907561	1
1521903.060466346	2
1521991.5757541736	3
1522082.1391200668	0
1522176.2961918318	1
1522268.3068705294	2
1522356.8203582603	3
1522447.3844369077	0
1522541.5343807978	1
1522633.5461940907	2
1522722.0631292078	3
1522812.6228727605	0
1522906.7701359112	1
1522998.7877567417	2
1523087.30036269	3
